x,b,c,y 
-15.61,44.05,-19.02,-706.6404999999999
31.81,38.95,-22.48,1216.5195
21.96,48.39,-13.71,1048.9344
-39.85,-34.01,4.0,1359.2984999999999
-12.95,-45.67,11.1,602.5265
-41.18,-36.29,47.17,1541.5922
-48.27,-27.9,-8.21,1338.523
7.38,-41.73,18.98,-288.9874
21.69,-0.45,42.59,32.8295
42.79,23.4,13.45,1014.736
-28.15,15.03,-19.4,-442.49449999999996
-29.55,-30.31,20.67,916.3304999999999
8.17,20.64,46.92,215.54880000000003
33.9,40.14,-34.78,1325.966
2.91,21.66,-7.17,55.860600000000005
28.73,-46.57,11.07,-1326.8861000000002
-13.99,14.04,-39.8,-236.2196
37.58,40.77,2.63,1534.7666000000002
-35.08,-18.64,-3.92,649.9712000000001
-12.68,-45.31,-13.55,560.9808
-15.84,33.26,11.32,-515.5183999999999
-43.17,31.19,32.11,-1314.3623000000002
-25.89,12.52,35.25,-288.8928
-34.5,-32.96,-11.53,1125.5900000000001
-45.79,42.48,-0.57,-1945.7291999999998
-35.39,28.19,22.98,-974.6641000000001
18.01,28.4,-26.58,484.90400000000005
25.51,27.64,-32.24,672.8564
21.38,19.43,25.05,440.4634
39.03,37.21,7.51,1459.8163
-14.84,22.05,-35.57,-362.792
-11.45,31.96,2.26,-363.682
-27.8,-22.85,6.3,641.53
-33.48,-24.68,30.78,857.0663999999999
-5.67,16.08,24.76,-66.41359999999999
-36.43,-26.0,-26.43,920.75
44.51,-35.44,-41.38,-1618.8144
-17.7,17.49,49.23,-260.34299999999996
-46.39,-37.72,-47.19,1702.6408
-10.6,31.76,-25.68,-362.336
-29.37,4.45,-40.44,-171.1365
39.64,3.12,-32.36,91.3168
31.06,-43.92,-18.45,-1382.6052
29.2,-29.38,-5.6,-863.496
28.8,-14.0,-20.29,-423.49
-31.41,-30.16,8.73,956.0556
8.23,-23.74,17.66,-177.7202
33.76,23.69,-40.06,759.7144000000001
-13.33,42.54,-23.18,-590.2381999999999
-16.53,2.56,-8.86,-51.1768
48.93,-27.74,-25.14,-1382.4582
-18.55,39.79,-27.75,-765.8545
-32.86,-3.38,45.6,156.6668
31.33,-46.75,-13.19,-1477.8675
-32.81,5.24,10.16,-161.76440000000002
-3.56,-8.07,-12.88,15.849200000000002
-8.96,-49.55,-9.99,433.978
-49.63,-37.45,-33.98,1824.6635
32.93,-18.05,-46.7,-641.0865000000001
0.33,29.58,17.58,27.3414
-17.59,-28.63,-19.16,484.44169999999997
32.64,-17.34,-36.91,-602.8876
-36.7,-45.11,36.32,1691.857
25.04,-16.91,-11.68,-435.1064
33.79,21.64,-43.73,687.4856
-12.03,47.66,38.02,-535.3298
10.27,36.53,48.89,424.0531
37.28,31.08,11.31,1169.9723999999999
-21.05,-0.4,43.43,51.85
39.91,-36.67,-18.25,-1481.7496999999998
34.4,-35.41,-13.85,-1231.9539999999997
10.92,-25.78,-48.79,-330.30760000000004
48.77,33.22,-23.56,1596.5794
0.09,30.23,-45.52,-42.7993
22.28,46.51,45.9,1082.1428
15.75,-36.29,46.0,-525.5675
-47.19,-17.81,38.85,879.3038999999999
36.53,2.18,-32.94,46.69540000000001
-31.16,-29.89,2.36,933.7324
38.33,-49.87,-19.0,-1930.5170999999998
-45.26,-42.09,-19.33,1885.6634000000001
-10.28,11.27,-12.44,-128.2956
44.99,-1.33,13.87,-45.96670000000001
-35.12,4.81,-11.98,-180.90719999999996
41.8,6.74,-43.73,238.00199999999998
21.46,7.06,-26.17,125.3376
17.8,-11.9,-45.09,-256.91
-30.74,32.33,-41.13,-1034.9542
-30.49,46.38,-48.63,-1462.7562
-24.86,18.98,-9.44,-481.2828
-2.5,28.83,-37.0,-109.07499999999999
-41.28,20.83,-0.2,-860.0624
-3.37,-33.13,-1.63,110.01810000000002
43.84,-18.5,19.27,-791.7700000000001
-12.77,47.1,44.79,-556.677
42.36,-35.89,-29.81,-1550.1104
-48.72,25.8,-15.84,-1272.816
31.54,-20.25,31.5,-607.185
-37.26,10.48,-30.12,-420.6048
-6.68,-40.12,49.96,317.9616
-7.19,-35.1,-16.78,235.58900000000003
-8.39,17.17,38.24,-105.81630000000001
23.99,35.21,18.81,863.4979
-8.97,-3.66,20.75,53.580200000000005
-3.42,26.35,18.27,-71.84700000000001
-11.68,23.57,-43.24,-318.5376
12.83,7.88,-43.48,57.6204
-14.68,-19.72,6.31,295.7996
3.45,38.15,-10.41,121.20750000000001
4.6,17.85,46.75,128.86
-47.08,36.38,-17.44,-1730.2104000000002
-16.05,44.62,-17.08,-733.231
-27.37,-4.82,-36.39,95.53340000000001
-44.26,32.43,36.51,-1398.8418
-20.17,14.42,2.95,-287.9014
7.19,-20.38,-41.69,-188.2222
35.51,-27.42,26.08,-947.6042
11.95,48.73,-49.26,533.0635
22.35,26.35,8.12,597.0425
26.99,-16.27,-13.34,-452.46729999999997
24.74,-31.92,-11.82,-801.5208
29.52,14.55,25.98,455.49600000000004
33.03,-27.41,-38.57,-943.9223000000001
-2.42,-21.66,37.73,90.1472
-29.69,-12.07,4.99,363.34830000000005
41.28,33.7,-0.45,1390.6860000000001
-22.76,-40.68,47.29,973.1668
2.13,-0.89,37.65,35.7543
31.4,7.22,47.59,274.298
-45.3,49.3,-12.05,-2245.3399999999997
30.05,-12.95,-36.9,-426.04749999999996
-33.1,32.43,-44.92,-1118.353
28.03,-33.1,15.7,-912.0930000000001
-31.21,-7.74,2.24,243.80540000000002
-14.84,-38.36,19.66,588.9223999999999
24.04,-34.41,-32.21,-859.4264
-0.3,7.31,6.72,4.527
-9.72,-36.13,27.39,378.57360000000006
45.26,15.12,-26.64,657.6912
7.19,-34.25,-37.96,-284.21750000000003
-13.19,-34.53,12.77,468.22069999999997
11.13,-35.13,-31.28,-422.27690000000007
-2.77,-16.44,26.58,72.1188
-25.16,-35.34,49.34,938.4944000000002
-9.28,38.44,-9.74,-366.4632
-35.12,-38.5,-0.66,1351.4599999999998
31.48,3.87,47.5,169.32760000000002
-22.64,9.96,-43.25,-268.74440000000004
47.94,29.98,-14.9,1422.3411999999998
-8.88,31.94,-18.2,-301.8272
-8.74,-24.79,-13.47,203.1946
43.83,-37.25,-20.25,-1652.9175
-16.85,-47.48,33.19,833.2280000000001
32.46,4.15,-27.72,106.989
-20.25,-43.29,-13.75,862.8725
41.57,8.18,-12.52,327.5226
18.92,43.73,38.13,865.5016
-15.11,37.41,-13.06,-578.3250999999999
-41.44,-23.91,32.75,1023.5803999999999
-11.43,11.83,-10.72,-145.9369
11.86,-13.8,-23.73,-187.398
-13.42,-22.18,48.12,345.7756
6.06,-26.62,49.37,-111.94719999999998
41.62,-29.78,1.39,-1238.0536
30.17,12.74,1.06,385.42580000000004
-20.73,16.16,-10.86,-345.8568
-39.43,10.68,-26.93,-448.0424
8.99,14.77,-48.77,84.01229999999998
-39.74,7.96,-27.23,-343.5604
13.02,16.74,34.34,252.29479999999998
8.24,-14.84,1.55,-120.7316
46.85,-44.83,3.74,-2096.5455
28.66,23.21,10.99,676.1886000000001
13.19,3.87,24.88,75.9253
-15.77,-44.08,-4.94,690.2015999999999
24.85,-2.97,3.93,-69.8745
20.85,-21.74,-29.37,-482.649
36.29,-47.09,-24.56,-1733.4561
12.45,40.83,-41.96,466.3735
-37.98,31.22,-22.29,-1208.0255999999997
-38.35,-16.66,-38.38,600.5310000000001
44.34,8.0,-23.72,331.0
43.09,24.98,-1.61,1074.7782000000002
-7.51,41.75,32.61,-280.9325
-25.74,13.9,-15.51,-373.296
-38.85,8.32,-10.28,-333.512
10.54,31.99,1.71,338.8845999999999
31.61,22.85,-31.12,691.1685
-44.36,-11.62,-9.39,506.07319999999993
-21.78,49.87,19.49,-1066.6786
44.95,-8.93,16.88,-384.5235
1.29,41.5,22.91,76.44500000000001
-24.69,-47.26,16.7,1183.5494
-37.43,-36.69,42.23,1415.5366999999999
10.73,5.31,9.31,66.2863
-3.02,23.68,-35.31,-106.8236
45.52,-13.28,36.97,-567.5355999999999
-47.3,6.49,-49.06,-356.037
-4.61,-0.06,44.01,44.2866
23.35,-32.28,17.14,-736.5980000000001
-18.44,-8.72,47.34,208.13680000000002
24.19,7.24,-14.79,160.34560000000002
-20.27,-25.13,-19.14,490.2451
-39.26,23.54,40.7,-883.4803999999999
-38.93,-0.43,-19.35,-2.6101000000000028
48.77,-20.54,6.72,-995.0158
10.42,2.87,45.13,75.03540000000001
45.05,49.34,-5.57,2217.1969999999997
14.92,-33.5,9.45,-490.37
34.09,42.15,37.3,1474.1935
38.58,41.37,24.66,1620.7146
39.2,16.7,-22.05,632.59
28.19,-45.94,-14.68,-1309.7286000000001
8.02,3.32,22.82,49.4464
11.65,-24.31,-27.95,-311.1615
-47.1,17.74,-3.29,-838.8439999999999
-41.48,-4.96,-37.29,168.4508
-20.42,37.8,13.15,-758.726
8.38,6.19,-31.17,20.702200000000005
47.8,27.99,27.97,1365.8919999999998
13.41,-17.41,3.24,-230.22809999999998
2.69,12.62,-49.91,-15.962200000000003
28.44,6.17,-35.33,140.14480000000003
48.63,18.49,-8.25,890.9187
-47.37,-27.31,3.08,1296.7546999999997
17.69,45.08,45.99,843.4552
25.1,20.36,-24.18,486.856
32.38,-18.02,-39.38,-622.8676
-46.43,3.49,-38.47,-200.5107
-2.74,-40.74,12.09,123.71760000000002
-34.03,-43.37,-16.24,1459.6411
-25.3,-26.26,31.37,695.748
6.16,27.84,-17.7,153.79440000000002
14.69,47.37,-12.32,683.5452999999999
2.3,41.54,0.43,95.972
-23.55,-48.73,-31.87,1115.7215
-38.55,47.11,1.34,-1814.7504999999999
33.04,-25.12,40.78,-789.1848
38.8,2.54,7.59,106.142
3.26,16.51,19.77,73.5926
-16.13,28.82,47.36,-417.50659999999993
-8.55,18.89,-33.78,-195.28950000000003
27.49,-47.1,23.55,-1271.229
-1.51,-0.57,-8.9,-8.0393
-23.49,27.53,11.54,-635.1397000000001
21.53,-49.12,48.69,-1008.8635999999999
-2.3,-10.47,19.12,43.201
-42.51,-45.05,-15.71,1899.3654999999997
6.33,-2.53,-10.94,-26.954899999999995
40.43,23.31,26.75,969.1732999999999
48.39,-32.75,-41.53,-1626.3025
-45.52,-24.92,41.99,1176.3484
34.14,-30.39,34.61,-1002.9046
-24.85,-36.99,23.25,942.4515000000001
-37.84,-16.35,18.17,636.854
39.13,16.94,45.24,708.1022000000002
-11.95,-31.93,-40.42,341.14349999999996
-45.3,11.33,-41.34,-554.589
-11.34,15.9,27.53,-152.776
-17.43,-17.62,31.33,338.4466
-15.82,-8.22,14.78,144.8204
-30.12,24.14,-37.36,-764.4568
-36.41,-36.54,33.74,1364.1614
-43.96,-10.47,-34.64,425.62120000000004
43.6,-21.49,-8.4,-945.3639999999999
31.89,11.3,1.07,361.427
-32.41,21.85,28.61,-679.5485
-8.99,-26.43,-9.34,228.2657
-21.98,46.75,27.11,-1000.455
-23.29,21.56,-42.88,-545.0124
-32.72,28.24,-39.83,-963.8428
-5.5,6.25,-43.29,-77.66499999999999
-23.47,18.24,45.78,-382.3127999999999
14.02,-7.6,35.4,-71.15199999999999
44.7,-4.49,24.62,-176.08300000000003
24.6,16.46,4.44,409.35600000000005
-31.76,19.02,25.17,-578.9052
-37.84,26.46,-31.09,-1032.3364000000001
11.9,-32.3,48.99,-335.38
-29.99,-18.64,48.78,607.7936
20.04,-47.64,5.55,-949.1556
-18.56,19.17,25.15,-330.64520000000005
-49.89,29.98,-17.91,-1513.6122
-10.27,-13.48,8.12,146.5596
43.96,-40.81,21.74,-1772.2676000000001
-40.27,-26.28,-48.8,1009.4956000000002
41.64,-14.19,16.1,-574.7715999999999
-13.12,23.34,-18.83,-325.0508
-27.42,48.6,-33.48,-1366.092
36.86,-8.32,-26.22,-332.89520000000005
38.48,-19.42,30.83,-716.4516
26.94,-17.96,-18.66,-502.5024000000001
-27.07,1.19,19.56,-12.653299999999998
-8.9,27.83,27.7,-219.987
19.56,-33.79,-14.55,-675.4823999999999
8.42,-3.96,22.05,-11.293199999999995
-25.77,12.78,34.05,-295.2906
36.07,-27.64,7.3,-989.6748000000001
22.66,-19.42,-18.81,-458.8672
-31.93,-37.55,-31.2,1167.7714999999998
-35.45,-41.56,-12.01,1461.2920000000001
6.99,-27.34,-36.74,-227.84660000000002
-29.15,19.11,1.98,-555.0764999999999
45.17,21.95,15.38,1006.8615
4.36,-14.69,-12.96,-77.0084
17.04,5.66,25.26,121.7064
-31.93,13.31,-6.48,-431.46830000000006
32.52,-14.97,-46.63,-533.4544000000001
-27.96,23.74,-47.31,-711.0804
-45.92,3.51,-47.29,-208.4692
-39.99,47.49,-15.9,-1915.0251000000003
-12.51,43.34,-0.34,-542.5234
0.99,21.41,33.16,54.35589999999999
5.48,-40.83,4.59,-219.1584
16.54,23.47,-24.74,363.45379999999994
16.56,30.88,16.86,528.2327999999999
-34.46,-35.05,-4.73,1203.0929999999998
7.0,20.82,-7.31,138.43
7.93,49.24,-12.83,377.64320000000004
12.8,22.44,-27.51,259.72200000000004
10.48,3.71,-42.79,-3.9091999999999985
-24.92,-25.83,32.87,676.5536
9.76,44.27,5.31,437.3852
-40.62,28.3,5.08,-1144.4660000000001
-4.81,-17.94,24.03,110.3214
37.9,19.03,-25.93,695.307
-12.93,-40.34,-44.1,477.49620000000004
-21.72,-22.57,3.27,493.49039999999997
35.09,19.47,29.34,712.5423000000001
21.28,13.56,28.11,316.6668
22.37,6.49,-2.97,142.21130000000002
29.73,-9.97,39.18,-257.22810000000004
32.78,-24.86,25.26,-789.6508
-9.62,-15.36,-11.64,136.1232
36.8,-1.37,-16.73,-67.146
47.38,42.47,-33.7,1978.5286
45.87,-44.44,-45.56,-2084.0227999999997
44.74,-43.69,-12.3,-1966.9905999999999
8.39,-27.45,-36.48,-266.7855
36.84,-1.02,-12.5,-50.076800000000006
28.76,-1.06,10.57,-19.9156
-38.84,8.0,-12.37,-323.09000000000003
26.43,-45.29,41.13,-1155.8846999999998
49.82,-6.81,-23.76,-363.0342
-8.12,38.69,32.98,-281.18279999999993
-6.65,47.95,1.89,-316.9775000000001
47.26,-42.41,35.63,-1968.6665999999996
-49.97,-21.6,-24.74,1054.612
-43.63,-20.33,-9.86,877.1379
-20.33,-37.28,5.96,763.8624
40.56,0.12,-4.45,0.41720000000000024
-13.63,-24.71,-37.79,299.0073
40.53,-36.14,39.96,-1424.7942
-43.33,-38.16,-21.35,1632.1227999999999
-0.12,22.46,-35.81,-38.5052
39.43,-45.54,-30.56,-1826.2022
49.07,-29.93,-17.36,-1486.0250999999998
17.26,-31.36,13.17,-528.1036
41.72,-1.96,-47.26,-129.03119999999998
-39.97,-37.29,17.22,1507.7013
-28.5,5.81,-6.93,-172.515
46.5,6.27,-39.18,252.375
5.77,-12.44,48.14,-23.63879999999999
11.61,-20.51,4.05,-234.0711
25.8,40.58,-6.41,1040.5539999999999
-39.27,24.39,-40.62,-998.4153000000001
-7.16,24.07,-12.09,-184.43120000000002
37.7,27.85,-6.46,1043.4850000000001
-31.6,33.44,6.56,-1050.144
30.91,-5.78,16.23,-162.42980000000003
-17.07,-45.89,40.38,823.7223
-46.1,-9.51,-2.1,436.311
-25.41,46.96,6.99,-1186.2636
-11.5,35.45,-49.23,-456.90500000000003
30.82,30.53,-38.32,902.6146
-41.78,12.51,24.52,-498.1478000000001
-28.78,-17.1,29.7,521.8380000000001
16.37,38.79,-4.32,630.6723
22.26,-46.86,49.73,-993.3736000000001
14.62,-10.7,12.47,-143.96399999999997
14.7,-2.46,-1.81,-37.972
-33.8,5.96,-29.07,-230.51799999999997
-26.06,-5.07,-33.35,98.77420000000001
-6.84,-37.71,4.39,262.3264
45.34,-33.54,19.99,-1500.7136
32.64,-1.26,-46.79,-87.91640000000001
-48.06,19.84,36.12,-917.3904
-5.65,-42.99,9.99,252.88350000000003
29.75,21.83,-13.58,635.8625
31.29,5.7,-3.14,175.21300000000002
-9.32,-49.82,11.37,475.6924
23.07,-21.98,22.91,-484.16859999999997
-44.38,44.3,-47.29,-2013.3239999999998
25.56,-16.54,-44.5,-467.26239999999996
25.78,41.32,-39.08,1026.1496000000002
-11.3,11.43,-23.27,-152.429
-1.1,-23.96,49.47,75.826
2.8,8.3,-12.68,10.560000000000002
36.21,-7.99,42.15,-247.1679
24.92,41.83,-6.55,1035.8536000000001
-14.75,28.66,-19.17,-441.90500000000003
6.8,-12.42,-42.89,-127.346
41.14,-12.56,-43.29,-560.0083999999999
-30.26,16.48,-9.38,-508.06480000000005
-44.76,-41.89,43.85,1918.8464
36.59,-41.72,47.02,-1479.5148000000002
13.77,-47.26,-27.81,-678.5801999999999
-18.81,23.18,-39.41,-475.4258
-40.24,-27.23,27.69,1123.4252000000001
-31.58,-26.66,27.36,869.2828
-44.67,35.64,40.74,-1551.2988
36.45,22.76,-22.55,807.0520000000001
-37.79,-39.71,-2.87,1497.7709000000002
-36.46,45.12,7.47,-1637.6052
0.78,40.54,-15.1,16.5212
33.47,23.54,41.55,829.4337999999999
46.46,-34.39,24.44,-1573.3194
7.33,-21.19,17.0,-138.3227
-1.62,28.84,-33.71,-80.4308
8.12,-48.43,-22.51,-415.76159999999993
-38.38,-28.16,-8.7,1072.0808
48.99,44.75,15.9,2208.2025000000003
-23.66,-21.17,12.58,513.4622
32.18,-41.38,-10.82,-1342.4284
11.93,4.76,-46.16,10.626800000000003
6.22,-26.14,-34.32,-196.9108
-40.64,-7.49,0.03,304.42359999999996
27.77,-49.86,23.99,-1360.6222
32.16,48.62,-36.14,1527.4791999999998
5.35,-46.2,37.65,-209.51999999999998
34.04,-18.29,26.69,-595.9015999999999
34.81,23.16,16.3,822.4996
45.94,42.96,37.89,2011.4724
-44.57,-14.81,-2.63,657.4517000000001
-31.27,-4.83,-25.25,125.7841
43.91,-7.35,-6.54,-329.2785
43.59,-21.52,-45.99,-984.0468000000001
10.53,5.76,-28.31,32.3428
-26.27,-44.36,-35.32,1130.0172
-25.76,18.16,-2.4,-470.2016
28.21,-13.49,-34.36,-414.91290000000004
-33.61,-27.06,-29.02,880.4666
-46.46,48.87,-37.77,-2308.2702
-42.8,38.57,7.97,-1642.8259999999998
41.6,-6.23,27.1,-232.068
30.6,4.13,-33.03,93.348
-45.04,1.35,-15.45,-76.254
27.68,9.75,-10.72,259.15999999999997
30.75,41.37,-24.05,1248.0774999999999
-4.56,40.91,4.37,-182.17959999999997
-41.09,-32.59,-8.67,1330.4531000000002
-49.71,11.56,28.12,-546.5276
0.92,37.88,48.73,83.5796
-24.35,-2.75,-8.92,58.042500000000004
-11.96,-23.42,1.08,281.1832
-20.69,47.53,46.29,-937.1057000000001
-18.52,-2.0,13.47,50.51
16.93,-2.34,-10.0,-49.6162
30.72,22.6,46.46,740.7320000000001
-11.41,-20.45,-47.51,185.8245
-42.92,-43.05,34.19,1881.896
15.55,-0.27,-13.07,-17.2685
-17.38,18.47,34.62,-286.38859999999994
21.11,-41.95,43.63,-841.9345000000001
32.26,-0.4,-42.69,-55.593999999999994
37.05,-26.31,-8.5,-983.2854999999998
-4.63,-15.6,-9.75,62.477999999999994
-1.79,7.99,-11.34,-25.6421
5.64,-9.63,-16.19,-70.5032
2.97,30.63,23.61,114.5811
9.7,-18.24,48.41,-128.51799999999997
35.08,45.53,-19.78,1577.4124
-15.9,27.41,43.75,-392.069
-28.63,-0.04,-17.84,-16.6948
17.28,10.11,-25.11,149.5908
1.11,0.81,-4.6,-3.7008999999999994
44.22,5.44,5.25,245.8068
16.69,39.79,-14.69,649.4051
-38.63,-3.71,17.65,160.96730000000002
36.82,7.41,11.1,283.93620000000004
-26.7,-48.77,-0.25,1301.909
38.77,-1.82,-32.02,-102.5814
-20.36,32.24,-23.78,-680.1864
-22.48,-38.05,-34.39,820.9739999999999
-34.33,47.64,40.82,-1594.6612
-27.67,33.08,26.07,-889.2536
-29.9,23.86,44.54,-668.874
-31.35,31.68,21.75,-971.418
17.12,3.83,40.34,105.90960000000001
-8.0,34.28,42.52,-231.72
46.69,-22.44,23.66,-1024.0636
17.92,-29.37,45.41,-480.9004000000001
-14.7,-45.05,30.13,692.3649999999999
43.09,32.51,14.04,1414.8959
-39.62,-38.75,32.83,1568.1049999999998
26.16,20.53,-14.1,522.9648
-9.48,20.94,-42.79,-241.30120000000002
36.01,29.46,8.54,1069.3945999999999
40.78,-43.41,18.97,-1751.2897999999998
-12.78,15.34,-24.15,-220.1952
8.28,-27.42,10.63,-216.4076
32.29,33.83,34.71,1127.0807
-49.61,6.74,45.78,-288.5914
49.6,-4.73,19.25,-215.35800000000003
39.89,-19.76,-47.99,-836.2164000000001
26.35,6.89,29.6,211.1515
39.56,47.57,-15.65,1866.2192
37.73,-19.47,31.89,-702.7130999999999
-18.3,21.93,-26.2,-427.519
12.41,-10.72,29.19,-103.8452
39.0,28.32,19.07,1123.55
-39.3,-1.12,-10.79,33.226
35.65,-49.73,6.88,-1765.9944999999998
-39.91,-4.92,-16.22,180.13719999999998
38.76,30.99,6.18,1207.3524
-39.41,-29.43,6.52,1166.3563
4.01,-23.54,-13.01,-107.4054
1.38,-30.59,36.76,-5.4542
42.09,44.99,-48.63,1844.9991000000002
14.42,-38.07,-41.06,-590.0293999999999
-11.84,-33.62,-18.01,380.0508
24.06,3.73,-34.33,55.413799999999995
-18.73,-39.62,17.04,759.1225999999999
12.3,-17.68,-25.38,-242.844
-29.62,7.75,-27.57,-257.125
-21.32,-26.87,-24.87,547.9984000000001
-13.56,17.1,30.51,-201.36600000000004
41.46,30.6,46.42,1315.0960000000002
43.27,39.32,-16.04,1685.3364000000001
-17.26,-33.59,-11.27,568.4934000000002
-40.17,-12.95,30.14,550.3415
-19.62,28.3,49.34,-505.90600000000006
48.36,19.54,49.92,994.8743999999999
41.34,-45.89,7.35,-1889.7426000000003
-25.89,2.74,-18.69,-89.6286
48.02,-38.65,20.37,-1835.603
-24.62,44.99,19.92,-1087.7338
18.26,-43.33,0.54,-790.6658000000001
7.79,-23.72,-26.53,-211.3088
23.81,13.47,-48.75,271.9707
34.8,31.91,-4.6,1105.868
9.69,-40.68,21.1,-373.08919999999995
-28.07,-8.6,31.52,272.92199999999997
26.1,27.69,-34.46,688.249
-48.98,23.4,-21.02,-1167.1519999999998
39.83,15.97,41.44,677.5251000000001
-1.75,41.89,33.41,-39.89750000000001
-33.76,7.39,-29.82,-279.3064
0.81,42.55,-6.92,27.545499999999997
-31.68,45.41,42.17,-1396.4188
33.33,-21.88,13.05,-716.2103999999999
-37.52,-48.46,26.48,1844.6992000000002
-17.42,-38.79,-0.52,675.2018
26.72,26.06,23.49,719.8131999999999
35.89,-36.82,-0.4,-1321.8698000000002
-31.16,-48.12,20.06,1519.4791999999998
1.29,-3.88,39.02,34.0148
40.61,-16.09,-40.14,-693.5549
-0.89,-6.31,7.74,13.3559
39.86,-45.02,-15.52,-1810.0172
-11.24,-45.14,27.66,535.0336
-10.76,-18.27,-41.06,155.52519999999998
44.19,16.31,20.85,741.5889
32.42,-32.03,-42.39,-1080.8026000000002
4.76,15.25,30.89,103.48
11.99,5.43,47.63,112.73570000000001
22.91,45.99,40.79,1094.4209
-43.99,24.84,-41.83,-1134.5416
36.1,-5.92,-15.36,-229.072
-41.18,-4.64,21.31,212.3852
-37.35,-27.68,16.81,1050.658
-27.07,28.28,-15.69,-781.2296000000001
-26.62,18.11,-11.06,-493.14820000000003
46.74,-44.37,25.56,-2048.2938
-36.36,-40.54,-42.52,1431.5144
-41.8,-0.43,-45.37,-27.395999999999997
-40.03,-31.89,25.94,1302.4967000000001
34.46,41.75,47.86,1486.5649999999998
40.18,-16.19,-43.58,-694.0942000000001
1.61,40.42,-35.38,29.696199999999997
-21.91,17.91,7.1,-385.30809999999997
6.09,46.76,-5.01,279.7584
-33.78,36.15,-27.15,-1248.297
-34.79,-48.66,-39.54,1653.3413999999998
-19.71,25.23,10.77,-486.5133000000001
-32.32,19.04,39.28,-576.0928
17.37,13.64,6.14,243.0668
34.67,-34.0,-26.82,-1205.6
21.06,30.55,41.38,684.7629999999999
-18.53,-36.61,-21.73,656.6533000000001
3.32,-27.97,-17.88,-110.7404
-15.2,12.69,-39.23,-232.11799999999997
38.3,37.68,-31.99,1411.1539999999998
-12.65,11.32,44.09,-99.108
-2.0,44.05,-25.47,-113.57
-42.14,27.89,41.48,-1133.8046
49.0,14.99,0.68,735.1899999999999
24.22,-39.3,9.93,-941.9159999999999
36.17,7.08,-33.14,222.9436
43.84,-25.73,-11.12,-1139.1232
15.11,0.18,15.56,18.2798
-4.48,48.35,43.48,-173.12800000000004
-4.42,-37.15,-20.62,143.583
2.55,-8.43,-39.08,-60.576499999999996
-1.87,-10.57,32.03,51.7959
29.95,-23.68,12.31,-696.9060000000001
42.58,48.18,11.37,2062.8743999999997
26.54,-40.28,35.5,-1033.5312
-33.35,-25.37,9.9,855.9895
-28.04,-47.28,36.43,1362.1612
-34.18,12.52,-28.99,-456.92359999999996
7.77,-15.03,-18.99,-135.7731
-33.66,-0.98,-33.75,-0.7632000000000048
47.43,-36.31,1.15,-1721.0333
42.47,31.92,18.06,1373.7024
-2.84,-9.69,17.43,44.9496
-29.1,-3.82,-46.35,64.81200000000001
39.26,28.15,-30.62,1074.549
-1.63,-1.69,-34.7,-31.945300000000003
-47.22,-47.3,3.77,2237.276
30.4,33.13,-4.67,1002.4820000000001
-22.99,-41.25,5.83,954.1675
-21.13,-45.57,-0.37,962.5241
9.43,-5.83,40.81,-14.166899999999998
46.27,-2.9,-30.72,-164.903
-7.98,41.56,-49.1,-380.7488000000001
42.5,26.4,-29.93,1092.07
-26.45,25.78,40.7,-641.1809999999999
-35.4,1.42,-5.15,-55.41799999999999
-37.9,31.19,32.91,-1149.191
-19.95,-33.33,48.74,713.6735
15.93,17.86,-34.24,250.26979999999998
14.97,40.75,44.51,654.5375
33.95,17.59,-20.27,576.9105000000001
24.71,-12.99,36.95,-284.03290000000004
17.83,-22.16,-27.87,-422.9828
25.44,15.5,-35.71,358.61
-7.07,35.81,10.22,-242.95670000000004
47.04,-44.49,-23.16,-2115.9696
15.24,-0.69,36.09,25.574400000000004
36.92,-15.37,14.22,-553.2404
10.9,-11.75,32.0,-96.07500000000002
-49.64,5.51,21.41,-252.10639999999998
49.62,-28.58,-47.31,-1465.4495999999997
7.57,-22.37,-35.4,-204.7409
13.75,-49.57,5.53,-676.0575
-35.37,-39.85,13.94,1423.4345
-20.9,-4.77,29.09,128.783
12.72,38.55,23.55,513.906
-23.13,-29.71,40.81,728.0023000000001
33.49,1.44,-29.15,19.0756
-48.51,0.85,-28.85,-70.0835
-4.16,7.3,-18.34,-48.708
-43.97,19.05,-22.95,-860.5785000000001
-39.08,38.09,24.56,-1463.9972
7.42,11.79,-35.79,51.69179999999999
16.42,-18.5,48.59,-255.18000000000004
29.23,-44.93,18.83,-1294.4739000000002
-10.15,48.51,25.45,-466.92650000000003
-37.18,32.35,9.06,-1193.7130000000002
-23.61,25.13,-38.52,-631.8393
-7.05,-4.47,18.82,50.3335
39.71,-47.39,34.9,-1846.9569
-3.33,47.07,-28.27,-185.0131
-43.79,35.2,-46.38,-1587.7880000000002
47.58,26.45,42.73,1301.221
41.4,49.2,34.89,2071.77
23.85,9.25,32.28,252.8925
5.1,-28.2,34.87,-108.94999999999999
35.86,32.9,47.09,1226.8839999999998
-2.14,-22.08,43.76,91.0112
-18.34,-23.88,-38.54,399.41919999999993
-9.84,-4.63,45.02,90.5792
13.3,-30.46,-10.37,-415.48800000000006
43.76,-16.44,-4.14,-723.5544
14.91,9.78,-5.51,140.3098
47.45,-38.02,-26.49,-1830.5390000000002
31.29,4.57,-43.1,99.89530000000002
34.04,5.52,-1.47,186.43079999999998
-3.84,-29.83,30.21,144.75719999999998
4.16,-5.4,-37.65,-60.114000000000004
